Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1471730400.0 1000.0 NA 201 117 0 36 NA 267 178 0 77 NA 2014 448 532 119 NA 2130 617 559 170
1471730400.0 10024.1 NA 103 137 0 NA NA 176 184 0 NA NA 600 686 510 NA NA 657 804 542 NA
1471730400.0 10024.5 NA 100 129 0 NA NA 176 203 0 NA NA 597 561 415 NA NA 756 711 441 NA
1471730400.0 101.0 77 NA NA NA NA 137 NA NA NA NA 1679 NA NA NA NA 1705 NA NA NA NA
1471730400.0 102.0 77 NA NA NA NA 137 NA NA NA NA 1172 NA NA NA NA 1202 NA NA NA NA
1471730400.0 10225.0 NA 133 293 0 NA NA 205 381 0 NA NA 3391 4896 418 NA NA 11894 13078 427 NA
1471730400.0 103.0 33 0 0 NA NA 74 0 0 NA NA 543 128 241 NA NA 555 136 260 NA NA
1471730400.0 10424.0 84 75 146 0 NA 129 125 194 0 NA 6525 765 598 328 NA 7220 1297 676 351 NA
1471730400.0 10426.0 84 78 148 0 NA 130 125 196 0 NA 8043 562 551 304 NA 8365 677 664 315 NA
1471730400.0 105.0 46 70 25 NA NA 93 141 55 NA NA 3509 478 3 NA NA 3641 553 6 NA NA
1471730400.0 106.0 33 0 0 NA NA 74 0 0 NA NA 548 143 229 NA NA 570 170 248 NA NA
1471730400.0 107.0 47 68 184 NA NA 94 141 248 NA NA 4119 263 344 NA NA 4300 325 369 NA NA
1471730400.0 10824.0 87 77 147 0 NA 134 120 194 0 NA 6579 794 612 329 NA 7230 1326 697 344 NA
1471730400.0 10825.0 87 81 148 0 NA 133 125 192 0 NA 7812 925 741 595 NA 8585 1703 828 619 NA
1471730400.0 10826.0 89 78 151 0 NA 135 125 196 0 NA 8524 604 569 323 NA 9437 1164 932 340 NA
1471730400.0 110.0 41 69 182 NA NA 85 141 248 NA NA 813 459 562 NA NA 844 486 626 NA NA
1471730400.0 1102.0 NA 90 190 98 61 NA 150 256 151 109 NA 2663 3723 1901 187 NA 2861 4153 2133 203
1471730400.0 112.0 47 71 182 NA NA 93 141 248 NA NA 5446 332 415 NA NA 5599 401 453 NA NA
1471730400.0 11224.0 NA 204 NA NA NA NA 253 NA NA NA NA 2225 NA NA NA NA 3264 NA NA NA
1471730400.0 11226.0 94 206 94 NA NA 143 254 127 NA NA 27498 3781 962 NA NA 27893 3859 1004 NA NA
